46,Estrella de Mar,Poriferos,IV,0.9Mg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bbf7.png
47,Flamenco,Ave,V,60Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bb5c.png
48,Frailecillo,Ave,V,6Kg,https://i.imgur.com/WkLKgwM.png
49,Gallina,Ave,V,8Kg,https://e7.pngegg.com/pngimages/477/852/png-clipart-brown-and-black-hen-chicken-coop-free-range-poultry-rooster-hen-chicken-animals-building-thumbnail.png
50,Ganso,Ave,V,10Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bbe6.png
51,Garza,Ave,V,10Kg,https://i.imgur.com/j6apUuh.png
52,Gasterópodo,Molusco,IV,0.8Mg,https://i.imgur.com/uLCDKWt.png
53,Geco,Reptil,V,1Kg,https://i.imgur.com/nKgeBcb.png
54,Golondrina,Ave,V,5Kg,https://w7.pngwing.com/pngs/753/44/png-transparent-two-barn-swallow-birds-flying-illustration-swallow-bird-drawing-cartoon-swallows-fly-watercolor-painting-ink-insects-thumbnail.png
55,Gorila,Mamifero,V,100Kg,https://assets.stickpng.com/thumbs/58b061768a4b5bbbc8492952.png
56,Guacamaya,Ave,V,10Kg,https://edu-honduras.info/Imagenes/guara-roja.png
57,Halcón,Ave,V,20Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bb55.png
58,Herrerillo,Ave,V,5Kg,https://www.montesdemalaga.org/images/Herrerillo-comun1.png
59,Hipopótamo,Mamifero,V,1T,https://w7.pngwing.com/pngs/718/39/png-transparent-gray-hippopotamus-hippopotamus-river-horse-hippo-mammal-animals-fauna-thumbnail.png
60,Iguana,Reptil,V,10Kg,https://flinko.tv/wordpressflinko/wp-content/uploads/2022/02/iguana-verdeFOTO.png
61,Insecto,Reptil,IV,1Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bc43.png
62,Jalapa tritón falso,Anfibio,V,5Kg,https://i.imgur.com/bMbcjme.png
63,Jilguero,Ave,V,5Kg,https://w7.pngwing.com/pngs/517/512/png-transparent-lovebird-domestic-canary-european-goldfinch-parrot-kiwi-bird-animals-fauna-songbird-thumbnail.png
64,Jirafa,Mamifero,V,150Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bc13.png
65,Jurel Lenguado,Pez,V,10Kg,https://pescayconsumoresponsable.produce.gob.pe/img/Caballa-talla.png
66,Koel,Ave,V,10Kg,https://cdn.pixabay.com/photo/2019/09/19/10/30/bird-4488846_1280.png
67,Lagartija,Reptil,V,0.5Kg,https://assets.stickpng.com/thumbs/59cfc41dd3b1936210a5ddc5.png
68,Lagarto,Reptil,V,10Kg,https://assets.stickpng.com/thumbs/59cfc429d3b1936210a5ddc6.png
69,Lechuza,Ave,V,10Kg,https://assets.stickpng.com/thumbs/6270441b006af7892704a630.png
70,León,Mamifero,V,80Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bc8a.png
71,Lobo,Mamifero,V,70Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bcfe.png
72,Loro,Ave,V,10Kg,https://assets.stickpng.com/thumbs/580b57fbd9996e24bc43bb70.png
73,Martínpescador,Ave,V,15Kg,https://i.imgur.com/AwSX5XC.png
74,Medusa,Polifero,IV,2Kg,https://w7.pngwing.com/pngs/371/972/png-transparent-pink-jelly-fish-jellyfish-jellyfish-miscellaneous-sticker-desktop-wallpaper-thumbnail.png
75,Merluza común,Pez,V,10Kg,https://w7.pngwing.com/pngs/240/98/png-transparent-atlantic-ocean-fish-and-chips-pollock-haddock-hake-raw-minced-meat-miscellaneous-seafood-fauna-thumbnail.png
76,Merluza de cola,Pez,V,11Kg,https://i.imgur.com/hu1CLN3.png
77,Merluza de tres aletas,Pez,V,12Kg,https://i.imgur.com/S0KmNHU.png
78,Merluza del sur,Pez,V,13Kg,https://i.imgur.com/WhDeLJP.png
79,Miriápodo,Artropodo,IV,0.8Mg,https://imgur.com/1WFRCOA.png
80,Monstruo de Gila,Reptil,V,10Kg,https://w7.pngwing.com/pngs/138/105/png-transparent-lizard-gila-monster-drawing-lizard-animals-scaled-reptile-fauna-thumbnail.png
81,Mosquitero,Aves,V,15Kg,https://www.montesdemalaga.org/images/mosquitero-musical.png
82,Nemátodo,Gusanos,IV,0.2Mg,https://agrocode.com/wp-content/uploads/sites/2/2019/10/nematodo.png
83,Orange roughy,Pez,V,10Kg,https://www.seafoodwatch.org/globalassets/sfw-data-blocks/species/orange-roughy/orange-roughy.png
84,Oso,Mamifero,V,120Kg,https://w7.pngwing.com/pngs/649/496/png-transparent-brown-bear-polar-bear-grizzly-bear-bear-mammal-brown-animals-thumbnail.png
85,Oveja,Mamifero,V,80Kg,https://w7.pngwing.com/pngs/275/519/png-transparent-sheep-goat-sheep-animals-photography-cow-goat-family-thumbnail.png
86,Paloma,Ave,V,10Kg,https://w7.pngwing.com/pngs/980/574/png-transparent-gray-pigeon-bird-columbidae-columba-pigeon-animals-fauna-desktop-wallpaper-thumbnail.png
87,Pavoreal,Ave,V,8Kg,https://w7.pngwing.com/pngs/879/868/png-transparent-bird-asiatic-peafowl-female-graphy-peacock-animals-photography-peafowl-thumbnail.png
88,Pejegallo,Pez,V,10Kg,https://i.imgur.com/VUGkn5h.png
89,Perico,Ave,V,10Kg,https://w7.pngwing.com/pngs/430/881/png-transparent-blue-and-yellow-parrot-scarlet-macaw-parrot-blue-and-yellow-macaw-bird-budgerigar-parrot-animals-parakeet-vertebrate-thumbnail.png
90,Perro,Mamifero,V,20Kg,https://w7.pngwing.com/pngs/494/628/png-transparent-courage-the-cowardly-dog-thumbnail.png
91,Pez espada,Pez,V,25Kg,https://www.depeces.com/wp-content/uploads/2017/09/pez-espada-colores-830x415.png
92,Pigmeo,Cetaceo,IV,0.8Kg,https://i.imgur.com/c4kZZLt.png
93,Pingüino,Ave,V,20Kg,https://static.vecteezy.com/system/resources/previews/022/165/721/original/cute-penguin-white-belly-black-penguin-beautiful-penguin-free-png.png
94,Pinzón,Ave,V,8Kg,https://www.chipsi.es/chipsi_de-wAssets/img/img-de/tiere/voegel/weblication/wThumbnails/06ae21eb-6e4e3d30@664ll.png
95,Platelminto,Gusano,IV,0.8Kg,https://imgur.com/oFQKfx2.png
96,Puye,Pez,V,10Kg,https://i.imgur.com/uYTmxeh.png
97,Pólipo,Pez,V,10Kg,https://i.imgur.com/rIrHhOF.png
98,Quebrantahuesos,Ave,V,10Kg,https://pirineosbirdcenter.quebrantahuesos.org/wp-content/uploads/2018/01/protagonista_01_quebrantahuesos.png
99,Quetzal,Ave,V,8Kg,https://iiqb.ccqqfar.usac.edu.gt/wp-content/uploads/2023/01/icono-nombre-6.png
100,Rana arborícola,Anfibio,V,5Kg,https://i.imgur.com/aqMSnwi.png
101,Rana de Nueva Zelanda,Anfibio,V,3Kg,https://i.imgur.com/e1TEY3O.png
102,Rana de Seychelles,Anfibio,V,3Kg,https://i.imgur.com/AleNhFS.png
103,Rana flecha azul,Anfibio,V,4Kg,https://www.pngmart.com/files/7/Poison-Dart-Frog-PNG-Image.png
104,Rana venenosa,Anfibio,V,2Kg,https://cdn.pixabay.com/photo/2017/08/29/15/17/frog-2693694_640.png
105,Ratón,Roedor,V,4Kg,https://cdn.pixabay.com/photo/2022/12/14/21/32/mouse-7656294_1280.png
106,Raya volantín,Pez,V,8Kg,https://static.emol.cl/emol50/Fotos/2021/08/23/file_20210823161207.png
107,Reineta,Pez,V,4Kg,https://www.socopeschile.com/empresa/wp-content/uploads/2019/06/REINETA.png
108,Rinoceronte,Mamifero,V,1T,https://cdn.pixabay.com/photo/2021/11/27/11/02/rhinoceros-6827713_1280.png
109,Salamandra,Reptil,V,4Kg,https://www.montesdemalaga.org/images/salamandra.png
110,Salamandra pie plano,Reptil,V,4Kg,https://i.imgur.com/0CrFkE2.png
111,Salamanquesa,Reptil,V,8Kg,https://static.wixstatic.com/media/71998c_70752257606f919defd21ab1d5828227.png/v1/fill/w_521,h_456,al_c,lg_1,q_85,enc_auto/71998c_70752257606f919defd21ab1d5828227.png
112,Salmon coho,Pez,V,4Kg,https://www.fisheries.noaa.gov/s3/styles/original/s3/2022-10/640x427-Salmon-Coho-NOAAFisheries.png
113,Salmón del atlántico,Pez,V,7Kg,https://dayseaday.com/wp-content/uploads/2021/02/zalm1-1024x576.png
114,Sapo común,Anfibio,V,2Kg,https://static.wixstatic.com/media/e40b0e_09411ab1908d431f9f2ce23ca73b7f8f~mv2_d_1872_1984_s_2.png/v1/fill/w_918,h_1012,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/sapo%20fondo%20blanco.png
115,Sapo gigante,Anfibio,V,5Kg,https://i.imgur.com/2VSKUN5.png
116,Sardina austral,Pez,V,6Kg,https://images.squarespace-cdn.com/content/v1/592b65a19f7456f07724a4fd/1536167125837-ICGB23U4X6ES4UJJIBXN/sardinas-vistalmar.png
117,Sardina común,Pez,V,7Kg,https://www.umamiinfo.com/images/richfood/seafood/seafood_ph14_sp.png
118,Sardina española,Pez,V,14Kg,https://carbopesca.com/wp-content/uploads/2022/05/sardina.png
119,Secretario,Ave,V,5Kg,https://images.vexels.com/media/users/3/315195/isolated/preview/5a1dd5f135e37741c2ae4431e2722bcd-el-pa-jaro-secretario-bate-sus-alas-con-gracia.png
120,Serpientes,Reptil,V,10Kg,https://cdn.pixabay.com/photo/2020/04/08/19/43/snake-5018719_1280.png
121,Teyú,Reptil,V,7Kg,https://www.zoopets.com.br/arquivosguias/comprar-produtos-repteis-teiu-cuidados-tupinambis.png
122,Tortugas,Reptil,V,9Kg,https://i.imgur.com/WQb1uUs.png
123,Tritón,Anfibio,V,7Kg,https://www.nicepng.com/png/full/340-3400779_como-podis-imaginar-me-he-comprado-un-tritn.png
124,Tucán,Ave,V,10Kg,https://imgur.com/pNDdOeS.png
125,Tuátara,Reptil,V,14Kg,https://i.pinimg.com/originals/1a/ee/07/1aee073fd20502687c50896cd5023a76.png
126,Urraca,Ave,V,7Kg,https://assets.stickpng.com/thumbs/5a01cf64cad612fd1571187a.png
127,Vaca,Mamifero,V,400Kg,https://w7.pngwing.com/pngs/250/763/png-transparent-positive-cows-dairy-cow-livestock-dairy-cattle-thumbnail.png
128,Vencejo,Ave,V,12Kg,https://visitarsanluis.com/storage/app/uploads/public/629/f76/42c/629f7642cc968182350791.png
129,Ñandú,Ave,V,8Kg,https://www.temaiken.org.ar/imagenes/animales/2019-05/18-fichasinternas-animalesvinculados_choique_400x400px.png
